epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_accuracy
1,1.9678955644607543,27.4975,1.6766875329971314,39.19,71.72
2,1.5886735292434693,42.205,1.629954774093628,41.74,71.72
3,1.4197691982269287,48.4425,1.4940222177505493,46.26,71.72
4,1.292379801750183,53.6225,1.2972266891479491,52.82,71.72
5,1.198397368621826,57.07,1.1659752550125122,58.26,71.72
6,1.111523064994812,60.555,1.0737799730300903,61.54,71.72
7,1.0489924587249755,62.8125,1.0854312831878663,61.7,71.72
8,1.0022458583831788,64.54,1.0329448252677917,62.75,71.72
9,0.95358594789505,66.5975,0.997930006980896,64.83,71.72
10,0.9223152450561524,67.6875,0.9467523954391479,66.57,71.72
11,0.8973914115905762,68.6875,0.9409963113784791,66.85,71.72
12,0.8693887997627259,69.5475,0.9110806793212891,68.18,71.72
13,0.8511585569381714,70.2075,0.8976728390693665,68.72,71.72
14,0.8364404983520508,70.7875,0.8715572009086608,69.06,71.72
15,0.8208364361763001,71.395,0.8649221429824829,69.36,71.72
16,0.8093138959884644,71.8325,0.8397966609954834,70.21,71.72
17,0.8002945034980774,72.095,0.8563738090515137,69.89,71.72
18,0.7899505597114563,72.515,0.835748867225647,70.47,71.72
19,0.7862214181900025,72.5725,0.8230889663696289,70.82,71.72
20,0.7779355504989623,72.86,0.8262228701591492,71.41,71.72
21,0.7715859966278076,72.9725,0.807619700050354,71.56,71.72
22,0.7705550492286682,73.2025,0.8124053869247436,71.14,71.72
23,0.7585128788948059,73.5025,0.7966602856636047,71.92,71.72
24,0.7596926288604736,73.5,0.7952418548583985,71.73,71.72
25,0.7607079735755921,73.6225,0.8031879704475403,71.82,71.72
26,0.7546609951972961,73.5525,0.8014437098503113,71.33,71.72
27,0.7547574436187744,73.8575,0.7971636064529419,71.88,71.72
28,0.7532355469703674,73.8825,0.7850813385009766,71.92,71.72
29,0.7516868923187255,74.0025,0.7880017957687377,73.01,71.72
30,0.7525203117370606,73.8625,0.7863121475219726,72.3,71.72
31,0.7479316221237182,73.9875,0.7884805284500122,72.07,71.72
32,0.7505563943862915,73.84,0.8022150862693787,71.87,71.72
33,0.7501791298866272,73.9025,0.7856698952674865,72.26,71.72
34,0.747294545173645,73.9775,0.785086591720581,72.35,71.72
35,0.7447335095405578,74.0625,0.7808301712036133,72.28,71.72
36,0.7446641896247864,74.03,0.7935712822914124,72.07,71.72
37,0.7416212565422058,74.1175,0.787177617931366,72.43,71.72
38,0.7469539031982422,74.045,0.7973898782730102,72.02,71.72
39,0.7443209975242615,74.1075,0.7865223092079162,72.33,71.72
40,0.7474102716445923,73.865,0.7828672450065612,72.4,71.72
41,0.744550958442688,74.14,0.7858952305793763,72.57,71.72
42,0.7480717215538025,73.8975,0.7972267737388611,71.23,71.72
43,0.7435676166534424,73.93,0.7824158677101135,72.67,71.72
44,0.7455566841125488,74.0025,0.781158402633667,72.53,71.72
45,0.745381344795227,74.0575,0.7956291016578674,71.9,71.72
46,0.741396339416504,74.22,0.7878168438911438,72.26,71.72
47,0.7437040667533874,74.1175,0.7873742718696595,72.44,71.72
48,0.74628693151474,74.005,0.7858585308074951,72.29,71.72
49,0.741457117652893,74.175,0.7922431302070617,72.26,71.72
50,0.744260906791687,73.9575,0.7932995440483094,72.32,71.72
51,0.7405453690528869,74.2575,0.7984230088233948,71.93,71.72
52,0.7470124378204346,73.8475,0.7856957675933838,71.92,71.72
53,0.7443068600654602,74.0375,0.7868884544372559,72.27,71.72
54,0.7440673642158508,74.1875,0.7880931839942932,72.3,71.72
55,0.7459355728149414,73.9725,0.7880063895225525,72.6,71.72
56,0.7473853424072265,73.7125,0.7908953132629395,72.3,71.72
57,0.7442694334983826,74.195,0.7932782047271728,72.34,71.72
58,0.7434539874076843,74.1875,0.786383081817627,71.94,71.72
59,0.7402649548530579,74.235,0.7874924071311951,72.32,71.72
60,0.7443258693695068,74.13,0.7895016778945922,72.54,71.72
61,0.7443812848091126,74.1675,0.7891134800910949,72.17,71.72
62,0.7385724820137024,74.2925,0.7806075907707214,72.4,71.72
63,0.7428914934158325,74.2525,0.7878869384765625,72.14,71.72
64,0.7438121771812439,74.145,0.7868974943161011,72.54,71.72
65,0.7419470323562622,74.11,0.7956329275131225,71.79,71.72
66,0.7407479865074158,74.155,0.7889058541297913,72.5,71.72
67,0.7424670484542847,74.17,0.7958188487052917,72.15,71.72
68,0.739645565032959,74.1575,0.7867222925186157,72.28,71.72
69,0.7408495436668396,74.11,0.7879578733444214,72.4,71.72
70,0.743049326133728,74.24,0.7862786868095398,72.21,71.72
71,0.7426816326141358,74.01,0.7957032312393189,72.41,71.72
72,0.747257936000824,73.975,0.7921725688934326,72.24,71.72
