epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_accuracy
1,2.082119589996338,0.22915,2.0420693880081178,0.2577,0.2612
2,1.8736759866714479,0.323225,1.8342206157684326,0.3402,0.3414
3,1.7834513383865356,0.35845,1.79264979057312,0.3334,0.3304
4,1.7091889812469483,0.39055,1.7851243364334106,0.3578,0.3602
5,1.6632196090698241,0.407425,1.6755375,0.4067,0.4019
6,1.6218547481536865,0.418125,1.9061683223724366,0.3622,0.3535
7,1.5787207578659057,0.4337,1.6223886390686035,0.4169,0.4158
8,1.5397961053848266,0.449975,1.5335710729599,0.4541,0.456
9,1.5018999893188476,0.463575,1.667349423980713,0.3953,0.3983
10,1.4761133771896362,0.474175,1.6720894844055176,0.4224,0.4197
11,1.4437985288619994,0.484,1.6122530040740968,0.4225,0.4264
12,1.4076395015716552,0.49605,1.4726189052581786,0.4761,0.4792
13,1.380613526725769,0.50975,1.4474087093353272,0.4862,0.4914
14,1.3480795944213868,0.51835,1.4252993841171264,0.4916,0.4986
15,1.323165376663208,0.529125,1.4928289051055907,0.4705,0.4728
16,1.3011590105056763,0.535875,1.454321681213379,0.4841,0.4941
17,1.2638005575180054,0.549325,1.4065954906463622,0.4951,0.4974
18,1.2444824668884278,0.554175,1.3785930837631226,0.5079,0.5122
19,1.2137021509170531,0.56945,1.416836152458191,0.5036,0.5003
20,1.1879406101226806,0.57775,1.4900434783935548,0.4908,0.492
21,1.1605659576416016,0.5869,1.442096540260315,0.4878,0.4887
22,1.1324043647766113,0.596725,1.3932938930511474,0.5131,0.5091
23,1.1067702295303345,0.607425,1.3400062822341918,0.5262,0.534
24,1.0800224403381347,0.617375,1.3441983070373535,0.5317,0.5303
25,1.053352112197876,0.625925,1.3662069805145263,0.5298,0.5216
26,1.0275025100708008,0.633,1.3341114107131957,0.5355,0.5348
27,1.0031524393081666,0.643725,1.3225141786575318,0.5419,0.5371
28,0.9765289947509765,0.6552,1.3204078964233399,0.5493,0.547
29,0.9564663536071777,0.6624,1.3014721389770507,0.5537,0.5436
30,0.9370820336341857,0.669675,1.330493943786621,0.5402,0.5358
31,0.9190839153289795,0.678525,1.315684291267395,0.5489,0.5506
32,0.9016068908691406,0.683725,1.303447110939026,0.5511,0.5491
33,0.8896729274749756,0.68925,1.292822102546692,0.5582,0.5512
34,0.8772720483779908,0.693025,1.2952896017074584,0.5573,0.5572
35,0.8697103050231934,0.69675,1.2919666612625123,0.5574,0.5561
36,0.8630058849334716,0.700925,1.2937493717193604,0.5553,0.5557
37,0.8589092721939087,0.7026,1.2902785863876343,0.5575,0.5567
38,0.8563207311630249,0.70335,1.2899348539352418,0.5581,0.558
39,0.8553432704925538,0.70345,1.2899348539352418,0.5581,0.558
40,0.855966704082489,0.703375,1.290049036026001,0.5575,0.5573
41,0.8575185497283936,0.702925,1.2903777118682862,0.5576,0.5578
42,0.8593301576614379,0.7023,1.2924372108459472,0.558,0.5565
43,0.861709686756134,0.699775,1.2922273679733276,0.5602,0.5567
44,0.8633445571899414,0.700025,1.3106315084457398,0.5535,0.5504
45,0.8654914434432983,0.69935,1.3134504610061646,0.5497,0.5482
46,0.8677710494995117,0.696325,1.3119880756378173,0.5558,0.5484
47,0.8711730037689209,0.695175,1.3166998208999634,0.5495,0.5431
48,0.8768492923736573,0.69245,1.3477556640625,0.5428,0.5451
49,0.8830854929924011,0.68965,1.338259446334839,0.5523,0.5456
50,0.8959682905197144,0.684675,1.3675826829910278,0.5442,0.5409
51,0.9114901165008545,0.677075,1.4118499486923217,0.5235,0.5239
52,0.9334157554626464,0.6671,1.3946140085220338,0.5356,0.5316
53,0.9458197991371154,0.6637,1.5086782119750977,0.5145,0.5139
54,0.9586671770095825,0.6589,1.4248553173065186,0.5237,0.5184
55,0.9779481803894043,0.651775,1.3803663639068604,0.5336,0.5274
56,0.9778797086715698,0.65015,1.4419948476791382,0.5185,0.5175
57,1.0039359405517578,0.639525,1.4657982717514038,0.5097,0.5054
58,1.004926724243164,0.64255,1.4570070138931275,0.5082,0.5045
59,1.0087522067070007,0.6421,1.520660535812378,0.4984,0.4965
60,1.0199093074798584,0.634325,1.5182862255096436,0.4951,0.4859
61,1.022189973449707,0.6333,1.4522982530593873,0.5152,0.509
62,1.0065137254714966,0.6401,1.770901439666748,0.4157,0.4105
63,1.0145631645202637,0.635875,1.6250022924423217,0.4725,0.4707
64,1.002238306427002,0.638275,1.4629945037841796,0.5116,0.506
65,1.0000932933807374,0.6407,1.4878340503692626,0.4986,0.5011
66,0.99851923122406,0.642975,1.5170224605560303,0.5011,0.4985
67,0.9839657230377197,0.647325,1.6169354490280152,0.4828,0.4834
68,0.9796512140274047,0.6483,1.56412585105896,0.4957,0.5002
69,0.9620232807159423,0.654775,1.9221281711578369,0.4208,0.4214
70,0.9315967050552368,0.666175,1.6331460208892823,0.4781,0.4835
71,0.9260779393196106,0.67055,1.6450208473205565,0.4866,0.4809
72,0.9057534426689148,0.67605,1.6433823543548585,0.5056,0.5011
73,0.885253923034668,0.68265,1.6693195905685425,0.4885,0.488
74,0.889066493988037,0.68225,1.584193734741211,0.5153,0.507
75,0.8644788833618164,0.6936,1.8097687057495118,0.4737,0.4714
76,0.8293342161178588,0.701325,2.1653029064178466,0.411,0.4116
77,0.7995540369033813,0.7136,1.6958182107925415,0.5007,0.4982
78,0.7797290797233581,0.720425,1.6970638454437257,0.502,0.5021
79,0.7474924651145936,0.731025,1.9405274328231812,0.4517,0.4462
80,0.7228392035484313,0.73895,1.8051052885055543,0.5009,0.498
81,0.6966175674438476,0.748075,1.7561120136260986,0.5109,0.5088
82,0.6520774997711182,0.765875,1.8351908267974852,0.476,0.4765
83,0.6433559371948242,0.769375,1.8179072751998901,0.5056,0.5067
84,0.6053814692497254,0.78165,1.787435073852539,0.507,0.5063
85,0.560617686843872,0.799325,1.8192246547698974,0.5126,0.5123
86,0.533435807800293,0.8062,2.014278377342224,0.5028,0.5102
87,0.4950879063606262,0.823475,2.0988510566711427,0.5176,0.5078
88,0.4578397958278656,0.837325,2.0770076240539552,0.5013,0.5071
89,0.41882065744400027,0.851675,1.9743685161590576,0.5326,0.5245
90,0.3837069211959839,0.865225,2.0832933475494384,0.5203,0.5125
91,0.34490817427635195,0.880575,2.3303445400238036,0.4942,0.4956
92,0.31366024861335756,0.893925,2.1055103927612304,0.5282,0.5244
93,0.28505190577507017,0.901725,2.2425506202697756,0.5357,0.5356
94,0.2450796783208847,0.9159,2.2317412658691405,0.5388,0.5305
95,0.22179638140201569,0.9261,2.2450005264282225,0.5411,0.5371
96,0.18876383397579194,0.93765,2.3158664432525633,0.5408,0.5413
97,0.15950793867111207,0.950175,2.4053355476379394,0.5468,0.543
98,0.14172512183189392,0.957875,2.486935567474365,0.539,0.5352
99,0.12407484756708145,0.9623,2.5200310344696044,0.5496,0.5434
100,0.10626495666503906,0.970675,2.565948885345459,0.5366,0.5341
101,0.09318553311824798,0.975275,2.6277852977752687,0.5457,0.5407
102,0.08361409994363785,0.9797,2.6560982627868652,0.5477,0.5425
103,0.07548164739608765,0.982175,2.6993892402648925,0.5482,0.5478
104,0.06708858808279038,0.985575,2.720334652709961,0.5487,0.5482
105,0.0621518831551075,0.986875,2.7398408863067627,0.5493,0.5486
106,0.0574487522482872,0.9884,2.783852767562866,0.5493,0.5484
107,0.053904134744405745,0.98975,2.7985303665161134,0.5506,0.5486
108,0.051220556259155274,0.990875,2.807097328567505,0.5506,0.5492
109,0.048950992316007615,0.9917,2.825480975341797,0.5506,0.5494
110,0.04733825135827065,0.992125,2.825300980758667,0.5515,0.5491
111,0.04607612738013268,0.9924,2.8290941871643067,0.552,0.5472
112,0.04518030835986137,0.992925,2.830504053878784,0.5513,0.5469
113,0.04456168293356896,0.9929,2.832411782836914,0.5497,0.5471
114,0.04417329803705215,0.993025,2.8331687938690187,0.5501,0.5472
115,0.04404510954022407,0.99315,2.8331687938690187,0.5501,0.5472
116,0.044139816007018086,0.993075,2.8338445693969727,0.5503,0.547
117,0.04437737002074719,0.993025,2.835813021850586,0.5507,0.5467
118,0.04467921991795301,0.99295,2.8381940868377686,0.5505,0.5478
119,0.04505143668651581,0.992825,2.8456289024353025,0.5516,0.5469
120,0.04536875104308128,0.9927,2.8465460384368897,0.5508,0.5475
121,0.045680784130096436,0.99245,2.851056937789917,0.5502,0.5477
122,0.04603194685280323,0.992275,2.8806123359680176,0.5501,0.5472
123,0.045985560902953145,0.992075,2.875833057785034,0.5495,0.5488
124,0.046342998418211934,0.991975,2.9224591564178466,0.5483,0.5468
125,0.047041507709026334,0.9919,2.9272017585754395,0.5475,0.5481
126,0.04685190886259079,0.991925,2.948901058578491,0.5485,0.5488
127,0.047511209732294085,0.99125,2.988297702026367,0.5477,0.5433
128,0.047872556748986245,0.99105,2.995921020126343,0.5494,0.5455
129,0.0482361736536026,0.991125,3.0648186477661135,0.5428,0.5439
130,0.05181420232653618,0.988975,3.044578561401367,0.5429,0.5401
131,0.06140081089735031,0.985025,3.070259304046631,0.538,0.5344
132,0.0782384625852108,0.97705,3.0479343578338622,0.5373,0.5325
133,0.18248230935335158,0.937625,2.933007866668701,0.5267,0.5194
134,0.20703249473571778,0.930925,2.905811805343628,0.5356,0.5258
135,0.269590762925148,0.905675,2.6547274131774903,0.5336,0.5264
136,0.29235597655773166,0.896825,2.628917913818359,0.5349,0.5275
137,0.327083789396286,0.8869,2.6048842483520507,0.5269,0.521
138,0.3313432044506073,0.8837,3.389880707168579,0.4451,0.4405
139,0.38721443049907683,0.864575,2.6452326152801513,0.502,0.4985
140,0.408275226354599,0.8597,2.6567566467285157,0.5021,0.5022
141,0.39744703216552735,0.857725,2.578827857208252,0.5193,0.5129
142,0.4305816909790039,0.848875,2.391301795768738,0.5021,0.5081
143,0.412090305185318,0.856275,2.8895402687072753,0.4848,0.4782
144,0.40613398551940916,0.856525,2.8290500087738035,0.4804,0.4853
145,0.4183693079471588,0.85305,2.773427815246582,0.4942,0.4883
146,0.4650154872894287,0.83725,2.5849399955749512,0.4913,0.4885
147,0.3896107496738434,0.861525,2.9935237037658693,0.4697,0.4653
148,0.3924892077922821,0.8623,2.6741236835479736,0.4976,0.4928
149,0.3954104211807251,0.861125,2.6272331508636473,0.499,0.4949
150,0.4464162403345108,0.84995,2.4026850440979004,0.5064,0.5075
151,0.3408032505989075,0.8816,2.7336560459136963,0.4926,0.4879
152,0.3550510179281235,0.8749,2.4879496810913087,0.5082,0.5107
153,0.33505297923088073,0.883575,2.573160297393799,0.5221,0.5076
154,0.3340483073472977,0.88055,2.9829747974395753,0.4972,0.5028
155,0.289592107796669,0.897175,2.7934773277282714,0.5049,0.5093
156,0.2635242749929428,0.90865,2.832532114028931,0.5076,0.51
157,0.3660779153347015,0.8879,2.841407141494751,0.4896,0.4874
158,0.21992101895809174,0.92305,3.0185662700653078,0.4982,0.4943
159,0.19518428517580033,0.9327,3.2489782131195066,0.487,0.4791
160,0.16123685224056244,0.9452,3.1398921966552735,0.5104,0.5066
161,0.12568709836006164,0.9562,2.9884946552276612,0.5336,0.5309
162,0.09978800052404403,0.966675,3.2245397674560548,0.5246,0.5245
163,0.11293694085478782,0.9646,3.2387864433288573,0.5133,0.505
164,0.078400131970644,0.97415,3.223059902191162,0.5411,0.5382
165,0.049740153101086614,0.9852,3.458471041870117,0.5408,0.5396
166,0.03332865970730781,0.991225,3.4791249473571777,0.5484,0.5468
